Ideus code;EAN barcode;Product name;Availability;Photo;Product type;Power supply;Power;Colour;Lampholder type;Dedicated light source;Replacing the light source;Dimmer compatibility;Colour temperature;Light colour;Luminous flux;Luminous beam angle;Ra;Light source lifetime;Power switch;Adjusting the lighting direction;IP;Possibility of outdoor use;Minimum distance from a lit object;Electric shock protection class;CE;Material;Comments;Height;Width;Depth;Mounting hole x;Mounting hole y
03775;5901477337758;AURELIA LED C 24W NW;100;03775.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white/black;;SMD LED, in set;no;no;4000;neutral white;1560 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;65;380;380;0;0;
03776;5901477337765;AURELIA LED C 48W NW;100;03776.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;white/black;;SMD LED, in set;no;no;4000;neutral white;3160 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;65;480;480;0;0;
03778;5901477337789;MORGAN LED 20W WHITE NW;100;03778.jpg;Hermetic fixture;230V 50Hz;20 W;white;;SMD LED, in set;no;no;4000;neutral white;1760 lm;160;>80;30000;no;no;65;yes;0.5;2;yes;polycarbonate PC;letters and numbers included, IK10;195;300;52;0;0;
03779;5901477337796;ROLEN LED 3W BLACK NW;100;03779.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;3 W;black;;SMD LED, in set;no;no;4000;neutral white;240 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic;;65;75;75;0;0;
03780;5901477337802;ROLEN LED 7W BLACK NW;100;03780.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;7 W;black;;SMD LED, in set;no;no;4000;neutral white;580 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic;;70;100;100;0;0;
03781;5901477337819;ROLEN LED 10W BLACK NW;100;03781.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;10 W;black;;SMD LED, in set;no;no;4000;neutral white;840 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic;;90;120;120;0;0;
03782;5901477337826;ROLEN LED 15W BLACK NW;100;03782.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;15 W;black;;SMD LED, in set;no;no;4000;neutral white;1330 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic;;70;150;150;0;0;
03783;5901477337833;EMMA LED C 10W WHITE NW;100;03783.jpg;Decorative SMD LED fitting;230V 50Hz;10 W;white;;SMD LED, in set;no;no;4000;neutral white;760 lm;140;>80;25000;no;no;20;no;0.3;2;yes;aluminium alloy cast;;225;195;52;0;0;
03784;5901477337840;EMMA LED D 12W WHITE NW;100;03784.jpg;Decorative SMD LED fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;920 lm;140;>80;25000;no;no;20;no;0.3;2;yes;aluminium alloy cast;;290;220;52;0;0;
03785;5901477337857;LINDA E14 CHROME/WHITE;100;03785.jpg;Table lamp;220-240V 50/60Hz;max 25 W;chrome/white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;310;150;150;0;0;
03786;5901477337864;LINDA E14 GOLD/WHITE;100;03786.jpg;Table lamp;220-240V 50/60Hz;max 25 W;gold/white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;310;150;150;0;0;
03787;5901477337871;HELENA E14 WHITE;100;03787.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;290;150;150;0;0;
03788;5901477337888;HELENA E14 BLACK;100;03788.jpg;Table lamp;220-240V 50/60Hz;max 25 W;black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;290;150;150;0;0;
03789;5901477337895;IBIS LED 18W NW;100;03789.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1560 lm;140;>80;30000;no;no;65;yes;0.5;2;yes;polycarbonate PC, ABS;;30;615;50;0;0;
03790;5901477337901;IBIS LED 36W NW;100;03790.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;36 W;white;;SMD LED, in set;no;no;4000;neutral white;3120 lm;140;>80;30000;no;no;65;yes;0.5;2;yes;polycarbonate PC, ABS;;30;1215;50;0;0;
03791;5901477337918;ELA LED 0,4W;100;03791.jpg;Plug-in LED lamp;230V 50Hz;0,4 W;white;;1 SMD LED, in set;no;no;6500;cold white;16 lm;140;>80;20000;no;no;20;no;0.3;2;yes;ABS;twilight sensor, decorative product;60;51;61;0;0;
03792;5901477337925;OLO LED 0,7W;100;03792.jpg;Plug-in LED lamp;230V 50Hz;0,7 W;white;;6 SMD LED, in set;no;no;6500;cold white;28 lm;140;>80;20000;yes;no;20;no;0.3;2;yes;polycarbonate PC, ABS;decorative product;44;54;59;0;0;
03793;5901477337932;PEDRO LED SL 15W WHITE NW;100;03793.jpg;Ceiling light fitting with a motion sensor;230V 50Hz;15 W;white;;SMD LED, in set;no;no;4000;neutral white;1020 lm;120;>80;20000;no;no;54;yes;0.5;2;yes;polycarbonate PC;range 140°, maximum motion detection range is 9m (<24°), lighting time regulation between 10s and 5min, possibility of setting ambient lighting intensity (3-2000lx) at which the equipment operates;210;120;45;0;0;
03794;5901477337949;PEDRO LED SC 15W WHITE NW;100;03794.jpg;Ceiling light fitting with a motion sensor;230V 50Hz;15 W;white;;SMD LED, in set;no;no;4000;neutral white;1020 lm;120;>80;20000;no;no;54;yes;0.5;2;yes;polycarbonate PC;range 140°, maximum motion detection range is 9m (<24°), lighting time regulation between 10s and 5min, possibility of setting ambient lighting intensity (3-2000lx) at which the equipment operates;210;210;45;0;0;
03795;5901477337956;TAMARA LED 10W NW;0;03795.jpg;Under-cupboard linear SMD LED fitting;230V 50Hz;10 W;silver;;SMD LED, in set;no;no;4000;neutral white;640 lm;120;>80;20000;yes;no;20;no;0.3;2;yes;aluminium, plastic;;14;580;50;0;0;
03796;5901477337963;TAMARA LED 15W NW;0;03796.jpg;Under-cupboard linear SMD LED fitting;230V 50Hz;15 W;silver;;SMD LED, in set;no;no;4000;neutral white;960 lm;120;>80;20000;yes;no;20;no;0.3;2;yes;aluminium, plastic;;14;900;50;0;0;
03797;5901477337970;TAMARA LED 20W NW;0;03797.jpg;Under-cupboard linear SMD LED fitting;230V 50Hz;20 W;silver;;SMD LED, in set;no;no;4000;neutral white;1280 lm;120;>80;20000;yes;no;20;no;0.3;2;yes;aluminium, plastic;;14;1200;50;0;0;
03798;5901477337987;ARON LED L 12W BLACK NW;100;03798.jpg;Hermetic ceiling light fitting LED;230V 50Hz;12 W;black;;SMD LED, in set;no;no;4000;neutral white;1160 lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC, ABS;;59;195;100;0;0;
03799;5901477337994;ARON LED L 18W BLACK NW;100;03799.jpg;Hermetic ceiling light fitting LED;230V 50Hz;18 W;black;;SMD LED, in set;no;no;4000;neutral white;1920lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC, ABS;;59;230;105;0;0;
03800;5901477338007;ARON LED C 12W BLACK NW;100;03800.jpg;Hermetic ceiling light fitting LED;230V 50Hz;12 W;black;;SMD LED, in set;no;no;4000;neutral white;1200lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC, ABS;;58;175;175;0;0;
03801;5901477338014;ARON LED C 18W BLACK NW;100;03801.jpg;Hermetic ceiling light fitting LED;230V 50Hz;18 W;black;;SMD LED, in set;no;no;4000;neutral white;1960lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC, ABS;;58;210;210;0;0;
03802;5901477338021;LATE LED STRONG 25m 1500 NW;0;03802.jpg;LED strip;DC 12 V;360 W;white;;1500 SMD LED 50x50, in set;no;no;4000;neutral white;14500 lm;160;>80;25000;;no;20;no;0.5;3;yes;FR-4;decorative product, 60 SMD LED per 1m, 25m per roll, can be cut every 3 LEDs at cutting marks;2;25000;10;0;0;
03803;5901477338038;LATE LED STRONG 25m 1500 CW;26;03803.jpg;LED strip;DC 12 V;360 W;white;;1500 SMD LED 50x50, in set;no;no;6500;cold white;14625 lm;160;>80;25000;;no;20;no;0.5;3;yes;FR-4;decorative product, 60 SMD LED per 1m, 25m per roll, can be cut every 3 LEDs at cutting marks;2;25000;10;0;0;
03804;5901477338045;WANDA E14 BLACK;100;03804.jpg;Table lamp;220-240V 50/60Hz;max 40 W;black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;425;280;280;0;0;
03805;5901477338052;WANDA FOOT E14 BLACK;100;03805.jpg;Table lamp;220-240V 50/60Hz;max 40 W;black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;380;130;130;0;0;
03806;5901477338069;LARYSA E14 BLACK;100;03806.jpg;Table lamp;220-240V 50/60Hz;max 40 W;black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;465;305;305;0;0;
03807;5901477338076;LARYSA FOOT E14 BLACK;100;03807.jpg;Table lamp;220-240V 50/60Hz;max 40 W;black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;380;130;130;0;0;
03808;5901477338083;LARA LED GU10 8W WW;100;03808.jpg;SMD LED lamp;230V 50Hz;8 W;white;GU10;;;no;3000;warm white;680 lm;100;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;54;50;50;0;0;
03809;5901477338090;LARA LED GU10 8W NW;100;03809.jpg;SMD LED lamp;230V 50Hz;8 W;white;GU10;;;no;4500;neutral white;720 lm;100;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;54;50;50;0;0;
03810;5901477338106;UNO E27 CLG WHITE;100;03810.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 40 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet;power cable 100 cm long;1000;98;98;0;0;
03811;5901477338113;UNO E27 CLG BLACK;100;03811.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 40 W;black;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet;power cable 100 cm long;1000;98;98;0;0;
03812;5901477338120;UNO E27 1C WHITE;100;03812.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 40 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;steel sheet;;115;98;98;0;0;
03813;5901477338137;UNO E27 1C BLACK;100;03813.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 40 W;black;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;steel sheet;;115;98;98;0;0;
03814;5901477338144;MEGAN TRA 42 GU10 WHITE;100;03814.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium, plastic;;420;80;54;0;0;
03815;5901477338151;MEGAN TRA 42 GU10 BLACK;100;03815.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium, plastic;;420;80;54;0;0;
03816;5901477338168;AURELIA LED D 24W NW;100;03816.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white/black;;SMD LED, in set;no;no;4000;neutral white;1560 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;65;330;330;0;0;
03817;5901477338175;AURELIA LED D 48W NW;100;03817.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;white/black;;SMD LED, in set;no;no;4000;neutral white;3120 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;65;430;430;0;0;
03818;5901477338182;FILIP LED C 18W WHITE NW;100;03818.jpg;Hermetic fixture;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1300 lm;140;>80;30000;no;no;54;yes;0.5;2;yes;polypropylene;;60;165;165;0;0;
03819;5901477338199;FILIP LED C 24W WHITE NW;100;03819.jpg;Hermetic fixture;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1700 lm;140;>80;30000;no;no;54;yes;0.5;2;yes;polypropylene;;66;215;215;0;0;
03820;5901477338205;FILIP LED D 18W WHITE NW;100;03820.jpg;Hermetic fixture;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1300 lm;140;>80;30000;no;no;54;yes;0.5;2;yes;polypropylene;;60;165;165;0;0;
03821;5901477338212;FILIP LED D 24W WHITE NW;100;03821.jpg;Hermetic fixture;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1700 lm;140;>80;30000;no;no;54;yes;0.5;2;yes;polypropylene;;66;215;215;0;0;
03822;5901477338229;PRINCESSA LED WHITE;100;03822.jpg;LED Mirror;DC 5 V 2 A MAX microUSB;max 3 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;4500;neutral white;max 150lm;270;>80;20000;yes;yes;20;no;0.3;3;yes;ABS, glass;touch switch, micro USB, battery included;295;160;160;0;0;
03823;5901477338236;LABOR LED WHITE;100;03823.jpg;SMD LED desk lamp;230V 50Hz;max 8 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;4000;neutral white;max 520 lm;90;>80;20000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;driver included, three-stage lighting regulation (2,5W, 5W, 8,2W, touch switch;555;325;130;0;0;
03824;5901477338243;LABOR LED BLACK;100;03824.jpg;SMD LED desk lamp;230V 50Hz;max 8 W;black;;SMD LED, in set;no;tak, ściemniacz w komplecie;4000;neutral white;max 520 lm;90;>80;20000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;driver included, three-stage lighting regulation (2,5W, 5W, 8,2W, touch switch;555;325;130;0;0;
03825;5901477338250;URANIA LED C 12W NW;100;03825.jpg;Ceiling SMD LED light fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;900 lm;160;>80;25000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;60;260;260;0;0;
03826;5901477338267;URANIA LED C 18W NW;100;03826.jpg;Ceiling SMD LED light fitting;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1350 lm;160;>80;25000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;330;330;0;0;
03827;5901477338274;URANIA LED C 24W NW;100;03827.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1800 lm;160;>80;25000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;380;380;0;0;
03828;5901477338281;IRIS LED 38 0,06W CW;100;03828.jpg;Solar LED lamp;DC 1,2 V 1 x AAA 150 mAh NI-MH;0,06 W;chrome;;LED, in set;no;;6500;cold white;1 lm;120;>70;25000;yes;no;44;yes;0.3;3;yes;stainless steel, plastic;with rechargeable battery, duration time min 6 h;385;80;80;0;0;
03829;5901477338298;TULIP LED 36 0,06W CW;100;03829.jpg;Solar LED lamp;DC 1,2 V 1 x AA 200 mAh NI-MH;0,06 W;chrome;;LED, in set;no;;6500;cold white;1 lm;120;>70;25000;yes;no;44;yes;0.3;3;yes;stainless steel;with rechargeable battery, duration time min 6 h;360;120;120;0;0;
03830;5901477338304;EKIER LED 46 0,5W CW;100;03830.jpg;Solar LED lamp;DC 1,2 V 1 x AA 600 mAh NI-MH;0,5 W;black;;LED, in set;no;;6500;cold white;8 lm;140;>70;25000;no;no;44;yes;0.3;3;yes;plastic;with rechargeable battery, duration time min 6 h;460;100;100;0;0;
03831;5901477338311;WALTER LED 30W NW;100;03831.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;30 W;white;;SMD LED, in set;no;no;4000;neutral white;3100 lm;140;>80;30000;no;no;65;yes;0.5;2;yes;polycarbonate PC;;46;620;58;0;0;
03832;5901477338328;WALTER LED 60W NW;100;03832.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;60 W;white;;SMD LED, in set;no;no;4000;neutral white;6190 lm;140;>80;30000;no;no;65;yes;0.5;2;yes;polycarbonate PC;;46;1220;58;0;0;
03833;5901477338335;BENET LED 18W NW;100;03833.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1840 lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC;;23;620;36;0;0;
03834;5901477338342;BENET LED 36W NW;0;03834.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;36 W;white;;SMD LED, in set;no;no;4000;neutral white;3780 lm;140;>80;30000;no;no;65;yes;0.3;2;yes;polycarbonate PC;;23;1220;36;0;0;
03835;5901477338359;SOLINA LED L 8W BLACK NW;100;03835.jpg;Hermetic fixture;230V 50Hz;8 W;black;;SMD LED, in set;no;no;4000;neutral white;560 lm;140;>80;30000;no;no;54;yes;0.5;1;yes;aluminium alloy cast, polycarbonate PC;letters and numbers included ;155;250;80;0;0;
03836;5901477338366;SOLINA LED C 7,5W GREY NW;100;03836.jpg;Hermetic fixture;230V 50Hz;7,5 W;grey;;SMD LED, in set;no;no;4000;neutral white;520 lm;140;>80;30000;no;no;54;yes;0.5;1;yes;aluminium alloy cast, polycarbonate PC;letters and numbers included ;260;260;90;0;0;
03837;5901477338373;SOLINA LED C 7,5W BLACK NW;100;03837.jpg;Hermetic fixture;230V 50Hz;7,5 W;black;;SMD LED, in set;no;no;4000;neutral white;520 lm;140;>80;30000;no;no;54;yes;0.5;1;yes;aluminium alloy cast, polycarbonate PC;letters and numbers included ;260;260;90;0;0;
03838;5901477338380;PLANAR LED 12W SILVER NW;100;03838.jpg;Hermetic ceiling light fitting LED;230V 50Hz;12 W;silver;;SMD LED, in set;no;no;4000;neutral white;1320 lm;140;>80;30000;no;no;54;yes;0.3;2;yes;polypropylene;;65;215;215;0;0;
03839;5901477338397;PLANAR LED 18W SILVER NW;100;03839.jpg;Hermetic ceiling light fitting LED;230V 50Hz;18 W;silver;;SMD LED, in set;no;no;4000;neutral white;1980 lm;140;>80;30000;no;no;54;yes;0.3;2;yes;polypropylene;;65;265;265;0;0;
03840;5901477338403;PLANAR LED 24W SILVER NW;100;03840.jpg;Hermetic ceiling light fitting LED;230V 50Hz;24 W;silver;;SMD LED, in set;no;no;4000;neutral white;2640 lm;140;>80;30000;no;no;54;yes;0.3;2;yes;polypropylene;;65;315;315;0;0;
03841;5901477338410;PLANAR LED 36W SILVER NW;100;03841.jpg;Hermetic ceiling light fitting LED;230V 50Hz;36 W;silver;;SMD LED, in set;no;no;4000;neutral white;3820 lm;140;>80;30000;no;no;54;yes;0.3;2;yes;polypropylene;;65;365;365;0;0;
03842;5901477338427;SALSA LED 8W CHROME NW;100;03842.jpg;Decorative SMD LED fitting;230V 50Hz;8 W;chrome;;SMD LED, in set;no;no;4000;neutral white;630 lm;140;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, plastic;for operation in increased-humidity locations, e.g. bathrooms, with transformer;50;400;90;0;0;
03843;5901477338434;SALSA LED 12W CHROME NW;100;03843.jpg;Decorative SMD LED fitting;230V 50Hz;12 W;chrome;;SMD LED, in set;no;no;4000;neutral white;1010 lm;140;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, plastic;for operation in increased-humidity locations, e.g. bathrooms, with transformer;50;600;90;0;0;
03844;5901477338441;SALSA LED 24W CHROME NW;100;03844.jpg;Decorative SMD LED fitting;230V 50Hz;24 W;chrome;;SMD LED, in set;no;no;4000;neutral white;2050 lm;140;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, plastic;for operation in increased-humidity locations, e.g. bathrooms, with transformer;50;1000;90;0;0;
03845;5901477338458;IRYNA LED C 24W;100;03845.jpg;Ceiling SMD LED light fitting;230V 50Hz;max 24 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;3000;warm white/neutral white/cold white;max 2240 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;driver included, brightness and white light adjustable by remote controller;70;395;395;0;0;
03846;5901477338465;IRYNA LED C 48W;100;03846.jpg;Ceiling SMD LED light fitting;230V 50Hz;max 48 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;3000;warm white/neutral white/cold white;max 4150 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;driver included, brightness and white light adjustable by remote controller;80;500;500;0;0;
03847;5901477338472;PRYMUS LED 7W BLACK NW;100;03847.jpg;Decorative SMD LED fitting;230V 50Hz;7 W;black/gold;;SMD LED, in set;no;no;4000;neutral white;430 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;50;430;135;0;0;
03849;5901477338496;RAMA HUGO 62;0;03849.jpg;Installation frame;;;white;;;;;0;;;0;;0;;;0;;0;0;yes;aluminium, plastic;;62;600;600;0;0;
03850;5901477338502;ERSTE LED E27 8W NW;100;03850.jpg;SMD LED lamp;230V 50Hz;8 W;white;E27;;;no;4500;neutral white;740 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;108;60;60;0;0;
03851;5901477338519;VELA LED E14 8W WW;100;03851.jpg;SMD LED lamp;230V 50Hz;8 W;white;E14;;;no;3000;warm white;710 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;108;38;38;0;0;
03852;5901477338526;VELA LED E14 8W NW;100;03852.jpg;SMD LED lamp;230V 50Hz;8 W;white;E14;;;no;4500;neutral white;730 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;108;38;38;0;0;
03853;5901477338533;ULKE LED E14 8W WW;100;03853.jpg;SMD LED lamp;230V 50Hz;8 W;white;E14;;;no;3000;warm white;710 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;87;45;45;0;0;
03854;5901477338540;ULKE LED E14 8W NW;100;03854.jpg;SMD LED lamp;230V 50Hz;8 W;white;E14;;;no;4500;neutral white;730 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;87;45;45;0;0;
03855;5901477338557;ULKE LED E27 8W WW;100;03855.jpg;SMD LED lamp;230V 50Hz;8 W;white;E27;;;no;3000;warm white;710 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;89;45;45;0;0;
03856;5901477338564;ULKE LED E27 8W NW;100;03856.jpg;SMD LED lamp;230V 50Hz;8 W;white;E27;;;no;4500;neutral white;730 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;89;45;45;0;0;
03857;5901477338571;MONI LED C 5W NW SILVER;100;03857.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;silver;;SMD LED, in set;no;no;4000;neutral white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03858;5901477338588;MONI LED C 5W NW WHITE;100;03858.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;white;;SMD LED, in set;no;no;4000;neutral white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03859;5901477338595;MONI LED C 5W NW BLACK;100;03859.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;black;;SMD LED, in set;no;no;4000;neutral white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03860;5901477338601;MONI LED D 5W NW SILVER;100;03860.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;silver;;SMD LED, in set;no;no;4000;neutral white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
